"id","CreatedDate","Emails","Industries","Name","Phones","RecruiterId","RecruiterName","RegistrationDate","Source","Type","UpdatedDate","kind","Addresses","LegacyId","Notes","Websites"
"0577639c8dc84a656d841ff15ad7706f","2015-10-29T00:00:00.000Z","[]","[]","Citigroup Services Japan","[]","auth0|5702007ecb051f0c5dd1910a","ForgApp Admin","2015-10-29T00:00:00.000Z","Zoho","Target","2015-10-29T00:00:00.000Z","Company","[]","5630f16bf35be2e41af068ca","[]","[]"
"319ad410f831e427c4c3457f9030e656","2016-05-12T15:00:00.000Z","[]","[]","test Company","[]","auth0|5702007ecb051f0c5dd1910a","Forgapp Admin","2016-05-12T15:00:00.000Z","Referral","Target","2016-05-12T15:00:00.000Z","Company",,,,
